undl_id,keywords
280741,"Gaza Strip, Palestine refugees"
280742,"General Assembly, Palestine Refugees in the Near East, UN Relief and Work Agency, ration distribution, resolution"
280743,"Palestine Refugees, UN Relief and Work Agency, population, refugees, resolution"
280744,"Palestine refugees, UN Relief and Work Agency, resolution, revenues"
280745,"Palestine refugees, UN Relief and Work Agency for Palestines in the Near East, resolution"
280746,"Palestine refugees, UN Relief and Work Agency, West Bank resolution"
280747,"Al-Quds, Jerusalem, UN Relief and Work Agency for Palestine Refugees in the Near East, al-quds, resolution"
280748,"African Union, Arab States, General Assembly, United Arab States, national liberation movement, resolution"
280749,"international economic order, international law, resolution"
280750,"Mankind, draft code of offence, resolution"
280752,Bilateral nuclear-arms negotiations
280753,"nuclear weapon, resolution"
280754,"Disarmament Week, General Assembly"
280755,"cessation, nuclear disarmament, resolution"
280756,"nuclear war, resolution"
280757,"climatic effects, nuclear war, resolution"
280758,"General Assembly, recommendations, resolution"
280759,"General Assembly, recommendations, resolution"
280760,International co-operation for disarmament resolution
280761,"Disarmament Resolution, General Assembly"
280762,Bilateral nuclear-arms negotiations
280763,"general Assembly, recommendations, resolution"
280764,"Disarmament Resolution, General Assembly"
280765,"Antarctic, Antarctica, Question"
280766,"Antarctic, Antarctica, Question"
280767,"Antarctic, Antarctica, Question"
280768,"Declaration on the Strengthening of International Security, International Security"
280769,"General Assembly, International situation, political dialogue, resolution"
280771,"comprehension, international peace and security, resolution"
280772,"Israeli nuclear armament, resolution"
280773,"Africa, South Africa, assistance, colonialist régime, human rights, resolution"
280774,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
280775,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
280776,International Convention on the Suppression and Punishment of Crime of Apartheid
280777,"General Assembly, scientific and technological development"
280778,"General Assembly, Human rights, scientific and technological development"
280780,"interdependence of economic and political ights, interdivisibility, social rights"
280781,"African refugee women and children, resolution"
280782,"Declaration on the Right to Development, General Assembly"
280783,"General Assembly, United Nations, fundamental freedoms, human rights, resolution"
280784,"General Assembly, Member States, Social development, association with others, economic and social development, economic rights, everyone to own property"
280785,"General Assembly, resolution, right to development"
280786,"Ethiopia, diplaced persons, resolution"
280787,"General Assembly, Minorities, Sub-Commission on Prevention of Discrimination and Protection of Minorities"
280788,"General Assembly, adequate housing, resolution"
280789,"General Assembly, migrant workers, resolution"
280790,"human rights, international cooperation, resolution"
280791,"Guatemala, fundamental freedoms, resolution"
280792,"El Salvador, human rights, resolution"
280793,"Afghanistan, fundamental freedoms, resolution"
280794,"Islamic Republic of Iran, resolution"
280795,"Chile, fundamental freedoms, human rights, resolution"
280796,"Middle East, Middle East resolution"
280797,"Middle East, Middle East resolution"
280798,"Middle East, Middle East resolution"
280799,"Nicaragua, development, resolution, trade embargo"
280800,"Economic measures, Economic resolution, Political and economic coercion against developing countries"
280801,"Lebanon, UN Interim Force"
280803,"Lebanon, UN Interim Force"
280804,"developed countries, resolution"
280805,"Palestinian people, resolution"
280806,"General Assembly, Secretary-General, resolution"
280807,"Cultural Development, General Assembly, Resolution of the World Decade"
280808,"Uganda, assistance, resolution"
280809,"Mozambique, resolution"
280810,"front-line States, general assistance, resolution"
280811,"Africa, African Republic, Africane Republic, Assistance, Benin, Benin-Bissau, Gambia, Ghana, Ghany, Guinea-Bissau, Senegal, Sudan Africa, Vanuatu, resolution"
280812,"health insurance coverage, locally-recruited staff"
280813,"Department of Political and Security Council Affair, General Assembly"
280814,"General Assembly, United Nations Industrial Development Organization"
280815,"General Assembly, New York, United Nations Administrative Tribunal, class 12 post adjustment"
280817,"General Assembly, General Service, Job classification"
280818,"biennium 1986-1987, budget appropriations, resolution"
280819,"biennium 1986-1987, income estimates, programme budget"
280820,"appropriations for the biennium 1986-1987, programme budget for the year 1986-1987"
280821,UN Conference for the Promotion of International Cooperation in the Peaceful Uses of Nuclear Energy
280822,"General Assembly, people to peace, resolution"
280823,"South Atlantic, cooperation, peace and co-operation of the South Atlantic"
281002,"Kampuchea, resolution"
281003,"League of Arab States, United Nations, co-operation, cooperation between the United States"
281004,"countries of origin, cultural property, resolution"
281005,"Africa, Namibia, illegal occupation of the Territory by South Africa"
281006,"Namibia, Security Council Resolution 435 (1978)"
281007,"UN Council for Namibia, programme of work, resolution"
281008,"Namibia, immediate independence, information, international public opinion, resolution"
281009,"UN Fund for Namibia, resolution"
281010,"Afghanistan, international peace and security"
281011,"South Atlantic, cooperation, peace and co-operation of the South Atlantic"
281012,"Mayotte, comorian sland, resolution"
281013,"General Assembly, International Court of Justice of 27 June 1986, Nicaragua, compliance, military, military paramilitary activities, paramilitary activities, resolution"
281014,"Falkland Island (Malvinas), resolution"
281015,"law of the sea, resolution"
281016,"South Africa, liberation struggle, resolution"
281017,"South Africa, co-ordinated and strictly monitored measures against South Africa"
281018,"South Africa, racist regime, resolution"
281019,"Israel, Relations between Israel and South Africa, South Africa"
281020,"Apartheid, General Assembly, Special Committee"
281021,"South Africa, oil embargo"
281022,"apartheid, elimination, resolution"
281023,"Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America, Tlatelolco, additional protocol I of the Treaty for the Prohibition of Nuclear Weapon, general assembly resolution 41/45"
281024,"cessation, nuclear-test explosions"
281025,"cessation, nuclear-test explosions"
281026,"comprehension, nuclear-test-ban treaty"
281027,"South Asia, nuclear-weapon-free zone"
281028,"General Assembly, non-nuclear-weapon States, non-nuclear-weapons, nuclear weapon, nuclear weapon use, resolution, security"
281029,"arms race, outer space, resolution"
281030,"Africa, Declaration on Denuclearization of Africa"
281031,"Africa, Declaration on Denuclearization of Africa, nuclear capability"
281032,"development, mass destruction, resolution"
281033,bilateral nuclear-arms negotiations
281034,"completed disarmament, nuclear test, resolution"
281035,bilateral nuclear-arms negotiations
281036,"disarmament, radiological weapons"
281037,"General Assembly, military, resolution"
281038,"General Assembly, disarmament, resolution"
281039,"General Assembly, disarmament, naval armament"
281040,"completed disarmament, fissionable material, resolution"
281041,"conventional disarmament, regional scale"
281042,"concluding document, general assembly, resolution"
281043,"General Assembly, freeze on nuclear weapon, freeze on nuclear weapons, resolution"
281044,"Convention on the Prohibition of the Use, General Assembly, Nuclear Weapon, resolution"
281045,"General Assembly, World Disarmament Camp assembly, World Disarmament Campaign"
281046,"General Assembly, implementation, nuclear-arms freeze, resolution, resolution 41/60I"
