Original_ID,Geopolitical,Thematic,Action
280815,New York,Post Adjustment,Suspension
280817,,Job classification; General Service; Related categories,
280818,,Programme Budget; Biennium,Revision; Appropriation
280819,,Programme budget; Income estimates,Revision
280820,,Programme budget; Financing; Appropriations,
280821,,Nuclear Energy,Promotion; International Co-operation
280822,,Right of peoples to peace,
280823,South Atlantic,Zone of Peace;Co-operation,Declaration
281002,Kampuchea,,
281003,United Nations;League of Arab States,Co-operation,
281004,countries of origin,cultural property,return; restitution
281005,Namibia;South Africa,Illegal occupation;Territory,
281006,Namibia,Security Council Resolution 435,Implementation
281007,Namibia,Programme of work,
281008,Namibia,Dissemination of information;Mobilization of international public opinion;Independence,Support
281009,Namibia,Fund,
281010,Afghanistan,International Peace;Security,
281011,South Atlantic,Zone of peace and co-operation,
281012,Comorian island of Mayotte,,
281013,Nicaragua,Military activities;Paramilitary activities,Judgment;Compliance
281014,Falkland Islands (Malvinas),,
281015,,Law of the Sea,
281016,South Africa,Liberation Struggle,International Solidarity
281017,South Africa,Co-ordinated and strictly monitored measures,Application
281018,South Africa,Racist regime,Sanctions
281019,Israel;South Africa,Relations,
281020,,Apartheid,Programme of work
281021,South Africa,Oil embargo,Embargo
281022,,Apartheid,International Action; Elimination
281023,Latin America,Treaty for the Prohibition of Nuclear Weapons; Additional Protocol I; Treaty of Tlatelolco,Implementation; Signature; Ratification
281024,,Nuclear-test explosions,Cessation
281025,,Nuclear-test explosions,Cessation
281026,,Nuclear-test-ban treaty,Need
281027,South Asia,Nuclear-weapon-free zone,Establishment
281028,non-nuclear-weapon States,security;nuclear weapons,strengthening
281029,,Arms Race; Outer Space,Prevention
281030,Africa,Denuclearization,Implementation
281031,Africa; South Africa,Denuclearization; Nuclear Capability,Implementation
281032,,Weapons of Mass Destruction;Weapons,Prohibition;Development;Manufacture
281033,,Disarmament;nuclear-arms,Negotiation
281034,,Disarmament;Nuclear Tests,Notification
281035,,Disarmament;nuclear-arms,Negotiations
281036,,Disarmament;Radiological Weapons,Prohibition;Development;Production;Stockpiling;Use
281037,,Disarmament; Military Matters,Objective Information
281038,,Disarmament,Implementation
281039,,Disarmament; Naval Armaments,Completion
281040,,Disarmament;Fissionable Material;Weapons,Prohibition
281041,regional scale,general disarmament;completed disarmament;conventional disarmament,
281042,,Concluding Document; 12th Special Session,Review; Implementation
281043,,Nuclear Weapons,Review; Implementation; Freeze
281044,,Convention on the Prohibition of the Use of Nuclear Weapons;nuclear weapons,Review;implementation
281045,,World Disarmament Campaign,Review; Implementation
281046,,Concluding Document of the 12th Special Session of the General Assembly;nuclear-arms freeze,Review;Implementation
281047,,Concluding Document of the 12th Special Session; UN programme of fellowships; Disarmament,Review; Implementation
281048,,Non-use of nuclear weapons; Prevention of nuclear war,Review; Implementation; Recommendations; Decisions
281049,,Implementation;Recommendation;Decision,Review
281050,,Nuclear-arms race;nuclear disarmament,Implementation;Cessation
281051,,Nuclear War,Review; Implementation; Recommendation; Decision; Prevention
281052,,Disarmament,Review; Implementation; Recommendation; Decision; International Cooperation
281053,,Disarmament,Review; Implementation; Recommendation; Decision
281054,,Disarmament,Review; Implementation; Recommendation; Decision; Adoption
281055,,Disarmament,Review; Implementation; Recommendation; Decision; Adoption
281056,,Recommendation;Decision,Implementation;Adoption
281057,,Recommendation; Decision; Rationalization; Work; Committee,Implementation; Review
281058,Israel,Nuclear armament,
281059,Antarctica,,
281060,Antarctica,,
281061,,Social change;Economic change;Social progress,Achievement
281062,States;Youth,Human Rights;Right to Education;Right to Work;Peace,Efforts;Measures;Implementation;Enjoyment
281063,,International Convention on the Suppression and Punishment of the Crime of Apartheid,Suppression; Punishment
281064,Palestine,,
281065,Palestine,,
281066,Palestine,,
281067,Palestine,,
281068,Palestine,Assistance; Palestine refugees,
281069,Palestine,Higher Education;Vocational Training;Refugees,Offers;Grants;Scholarships
281070,Palestine; Gaza Strip,Refugees,
281071,Palestine,Refugees;Ration Distribution,Resumption
281072,,Population;Refugees,
281073,Palestine,Palestine refugee properties,Revenue
281074,Palestine,Protection; Palestine Refugees,
281075,Palestine; West Bank,Palestine refugees,
281076,Jerusalem; Palestine,Refugees,
281077,,United Nations Disengagement Observer Force,Financing
281078,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
281079,,Decolonization,Dissemination of information
281080,Non-Self-Governing Territories,Information,Transmission
281081,Namibia;southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;colonial domination;colonialism;apartheid;racial discrimination,implementation;elimination;efforts
281082,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation
281083,Western Sahara,,
281084,New Caledonia,,
281085,,Declaration on the Preparation of Societies for Life in Peace,Implementation
281086,,Declaration on the Strengthening of International Security; International Security,Review; Implementation
281087,,International peace; Security,System
281088,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
281089,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impediment
281090,,Human rights;Scientific and technological developments,Use
281091,,Human rights;Scientific and technological developments,Adoption
281092,,Convention on the Rights of the Child; Rights of the Child,
281093,,Economic rights;Social rights;Cultural rights;Civil rights;Political rights;Indivisibility;Interdependence,
281094,,Property;Human Rights;Fundamental Freedoms,Enjoyment
281095,,United Nations System;Human Rights;Fundamental Freedoms,Improvement
281096,,Protection of the family; Assistance for the family,Enhancement; International co-operation
281097,Afghanistan,Human Rights;Fundamental Freedoms,
281098,Islamic Republic of Iran,Human Rights,
281099,Ethiopia,Displaced persons,Assistance
281100,,Migrant Workers;Human Rights;Dignity,Improvement;Ensurance
281101,,Social Life,Improvement
281102,,Right to adequate housing,Realization
281103,Chile,Human Rights;Fundamental Freedoms,
281104,,Principles and norms of international law;New international economic order,Progressive development
281105,States,Disputes,Peaceful settlement
281106,,Crimes against the Peace and Security of Mankind,Draft
281107,,International Bills of Exchange; International Promissory Notes,Convention
281108,States,Good-neighbourliness,Development; Strengthening
281109,,International Terrorism; Violence; Fundamental Freedoms; Radical Changes; National Liberation,Prevention; Study; Convening; Definition; Differentiation
281110,Israel; Occupied Territories,Human Rights,Investigation
281111,Israel; Occupied Territories,Human Rights,Investigation
281112,Israel; Occupied Territories,Human Rights,Investigation
281113,Israel;Occupied Territories,Human Rights,Investigation
281114,Israel;Occupied Territories,Human Rights,Investigation
281115,Israel;Occupied Territories,Human Rights,Investigation
281116,Israel;Occupied Territories,Human Rights,Investigation
281117,,Information,
281118,,Information,
281119,,International economic security,
281120,Palestinian people,Assistance,
281121,developing countries,economic measures;political coercion;economic coercion,means
281122,Land-locked developing countries,Needs; Problems,Action
281123,Nicaragua,Trade embargo,
281124,,Environment,International co-operation
281125,Palestinian territories;Palestinian people,Living conditions,
281126,,External Debt Problems,International Co-operation
281127,Lebanon,Reconstruction;Development,Assistance
281128,Chad,Special economic assistance,
281129,front-line States,Special assistance,
281130,Maldives,Disaster Relief;Coastal Defences,Assistance;Strengthening
281131,El Salvador,Assistance,
281132,Central America,Special economic assistance,
281133,Benin;Central African Republic;Democratic Yemen;Djibouti;Ecuador;Gambia;Madagascar;Nicaragua;Vanuatu,Assistance,
281134,Middle East,,
281135,Middle East,,
281136,Middle East,,
281137,Middle East,,
281138,Host Country,Relations,Report
281145,Lebanon,United Nations Interim Force,Financing
281146,troop-contributing States,rates of reimbursement,review
281147,,Programme budget; Budget appropriations,
281148,non-nuclear-weapon States,nuclear weapons,assurance
281330,Palestine Liberation Organization; New York,Relations,Closure; Proposal
281331,Palestine Liberation Organization;New York,Relations,Closure
281332,Host Country,Relations,Report
281336,Host Country,Relations,Report
281348,United Nations;League of Arab States,Co-operation,
281349,Nicaragua,Military activities;Paramilitary activities,Judgment;Compliance
281350,African Unity,Co-operation,Co-operation
281351,Pretoria,Racial Municipal Elections,
281352,Comorian island of Mayotte,,
281353,,Law of the sea,
281354,Kampuchea,,
281355,Palestinian people,Uprising,
281356,,Right of peoples; Peace,
281357,South Atlantic,Zone of peace and co-operation,
281359,Namibia; South Africa,Illegal occupation,
281360,Falkland Islands;Malvinas,,
281361,Namibia,Implementation,
281362,Namibia,Programme of Work,
281363,Namibia,Dissemination of Information;Mobilization of International Public Opinion;Independence,Support
281364,Namibia,UN Fund for Namibia,
281365,Non-Self-Governing Territories,Information,Transmission
281366,Namibia;Southern Africa,Foreign economic interests;Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonial domination;Colonialism;Apartheid;Racial discrimination,Implementation;Efforts;Elimination
281367,Colonial Countries; Peoples,Declaration; Independence,Implementation
281368,Western Sahara,,
281369,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation;Granting
281370,,Decolonization,Dissemination of information
281371,,Colonialism,Eradication
281373,Host Country,Relations,Report
281374,Host Country,Relations,Report
281375,South Africa,Policies of apartheid; Liberation struggle,International solidarity
281376,South Africa,Policies of apartheid; Military collaboration,
281377,South Africa,Policies of apartheid;Racist regime,Sanctions
281378,South Africa,Policies of apartheid;Racism,Imposition;Co-ordination;Monitoring
281379,South Africa;Israel,Policies of apartheid,Relations
281380,South Africa,Apartheid,Programme of work
281381,South Africa,Policies of apartheid;Racism,Dissemination of information
281382,South Africa,Policies of apartheid; Oil embargo,
281383,South Africa,Apartheid,International Action; Elimination
281385,Middle East,,
281386,Middle East,,
281387,Middle East,,
281388,Palestine; Near East,Relief; Works Agency; Assistance; Refugees,Assistance
281389,Palestine; Near East,Relief; Works; Higher Education; Vocational Training; Refugees,Offers; Grants; Scholarships
281390,Palestine; Israel; Near East,Palestine Refugees,Relief; Works
281391,Palestine; Near East,Relief; Works Agency; Refugees; Ration Distribution,Resumption
